item_id,store_id,average_daily_sales,maximum_daily_sales,average_lead_time,maximum_lead_time,safety_stock,reorder_point
HOUSEHOLD_1_152,TX_3,0.07,3,7,14,41.54,42.0
HOUSEHOLD_1_153,TX_3,1.07,9,7,14,118.51,126.0
HOUSEHOLD_1_154,TX_3,0.18,4,7,14,54.72,56.0
HOUSEHOLD_1_155,TX_3,0.53,8,7,14,108.32,112.0
HOUSEHOLD_1_156,TX_3,0.31,9,7,14,123.85,126.0
HOUSEHOLD_1_157,TX_3,0.94,13,7,14,175.43,182.0
HOUSEHOLD_1_158,TX_3,0.3,6,7,14,81.88,84.0
HOUSEHOLD_1_159,TX_3,0.2,5,7,14,68.57,70.0
HOUSEHOLD_1_160,TX_3,0.58,7,7,14,93.91,98.0
HOUSEHOLD_1_161,TX_3,0.25,5,7,14,68.27,70.0
HOUSEHOLD_1_162,TX_3,0.94,8,7,14,105.45,112.0
HOUSEHOLD_1_163,TX_3,0.09,5,7,14,69.36,70.0
HOUSEHOLD_1_164,TX_3,0.45,9,7,14,122.82,126.0
HOUSEHOLD_1_165,TX_3,0.53,7,7,14,94.26,98.0
HOUSEHOLD_1_166,TX_3,0.63,10,7,14,135.62,140.0
HOUSEHOLD_1_167,TX_3,0.42,5,7,14,67.03,70.0
HOUSEHOLD_1_168,TX_3,0.9,13,7,14,175.68,182.0
HOUSEHOLD_1_169,TX_3,2.07,20,7,14,265.54,280.0
HOUSEHOLD_1_170,TX_3,0.59,7,7,14,93.87,98.0
HOUSEHOLD_1_171,TX_3,0.84,6,7,14,78.12,84.0
HOUSEHOLD_1_172,TX_3,0.3,30,7,14,417.91,420.0
HOUSEHOLD_1_173,TX_3,4.08,29,7,14,377.44,406.0
HOUSEHOLD_1_174,TX_3,0.18,9,7,14,124.75,126.0
HOUSEHOLD_1_175,TX_3,0.82,13,7,14,176.23,182.0
HOUSEHOLD_1_176,TX_3,0.58,7,7,14,93.95,98.0
HOUSEHOLD_1_177,TX_3,1.38,11,7,14,144.36,154.0
HOUSEHOLD_1_178,TX_3,0.39,5,7,14,67.29,70.0
HOUSEHOLD_1_179,TX_3,7.52,47,7,14,605.36,658.0
HOUSEHOLD_1_180,TX_3,1.25,10,7,14,131.23,140.0
HOUSEHOLD_1_181,TX_3,0.23,3,7,14,40.42,42.0
HOUSEHOLD_1_182,TX_3,0.51,5,7,14,66.41,70.0
HOUSEHOLD_1_183,TX_3,0.91,13,7,14,175.6,182.0
HOUSEHOLD_1_184,TX_3,0.3,7,7,14,95.9,98.0
HOUSEHOLD_1_185,TX_3,0.8,11,7,14,148.43,154.0
HOUSEHOLD_1_186,TX_3,1.68,15,7,14,198.27,210.0
HOUSEHOLD_1_187,TX_3,0.11,6,7,14,83.25,84.0
HOUSEHOLD_1_188,TX_3,0.65,5,7,14,65.48,70.0
HOUSEHOLD_1_189,TX_3,0.27,7,7,14,96.09,98.0
HOUSEHOLD_1_190,TX_3,0.35,8,7,14,109.55,112.0
HOUSEHOLD_1_191,TX_3,1.9,13,7,14,168.67,182.0
HOUSEHOLD_1_192,TX_3,0.39,4,7,14,53.27,56.0
HOUSEHOLD_1_193,TX_3,0.34,8,7,14,109.61,112.0
HOUSEHOLD_1_194,TX_3,0.78,10,7,14,134.57,140.0
HOUSEHOLD_1_195,TX_3,0.2,5,7,14,68.58,70.0
HOUSEHOLD_1_196,TX_3,1.71,13,7,14,170.02,182.0
HOUSEHOLD_1_197,TX_3,1.55,11,7,14,143.17,154.0
HOUSEHOLD_1_198,TX_3,5.27,34,7,14,439.14,476.0
HOUSEHOLD_1_199,TX_3,0.11,5,7,14,69.21,70.0
HOUSEHOLD_1_200,TX_3,0.29,7,7,14,95.98,98.0
HOUSEHOLD_1_201,TX_3,0.24,7,7,14,96.34,98.0
HOUSEHOLD_1_202,TX_3,1.96,14,7,14,182.31,196.0
HOUSEHOLD_1_203,TX_3,0.9,11,7,14,147.73,154.0
HOUSEHOLD_1_204,TX_3,0.38,9,7,14,123.35,126.0
HOUSEHOLD_1_205,TX_3,1.35,15,7,14,200.52,210.0
HOUSEHOLD_1_206,TX_3,0.23,5,7,14,68.38,70.0
HOUSEHOLD_1_207,TX_3,0.75,7,7,14,92.77,98.0
HOUSEHOLD_1_208,TX_3,0.27,18,7,14,250.1,252.0
HOUSEHOLD_1_209,TX_3,0.13,4,7,14,55.12,56.0
HOUSEHOLD_1_210,TX_3,1.12,23,7,14,314.17,322.0
HOUSEHOLD_1_211,TX_3,0.33,4,7,14,53.68,56.0
HOUSEHOLD_1_212,TX_3,0.78,12,7,14,162.56,168.0
HOUSEHOLD_1_213,TX_3,0.3,7,7,14,95.87,98.0
HOUSEHOLD_1_214,TX_3,3.06,19,7,14,244.59,266.0
HOUSEHOLD_1_215,TX_3,1.12,8,7,14,104.18,112.0
HOUSEHOLD_1_216,TX_3,0.02,2,7,14,27.86,28.0
HOUSEHOLD_1_217,TX_3,0.86,12,7,14,162.0,168.0
HOUSEHOLD_1_218,TX_3,1.04,11,7,14,146.74,154.0
HOUSEHOLD_1_219,TX_3,0.81,12,7,14,162.32,168.0
HOUSEHOLD_1_220,TX_3,0.79,16,7,14,218.5,224.0
HOUSEHOLD_1_221,TX_3,0.29,5,7,14,67.94,70.0
HOUSEHOLD_1_222,TX_3,1.21,13,7,14,173.53,182.0
HOUSEHOLD_1_223,TX_3,0.57,5,7,14,66.02,70.0
HOUSEHOLD_1_224,TX_3,0.15,4,7,14,54.94,56.0
HOUSEHOLD_1_225,TX_3,1.51,12,7,14,157.44,168.0
HOUSEHOLD_1_226,TX_3,0.58,13,7,14,177.95,182.0
HOUSEHOLD_1_227,TX_3,0.21,7,7,14,96.54,98.0
HOUSEHOLD_1_228,TX_3,0.56,9,7,14,122.06,126.0
HOUSEHOLD_1_229,TX_3,0.12,3,7,14,41.13,42.0
HOUSEHOLD_1_230,TX_3,0.24,5,7,14,68.35,70.0
HOUSEHOLD_1_231,TX_3,0.25,4,7,14,54.28,56.0
HOUSEHOLD_1_232,TX_3,0.56,7,7,14,94.1,98.0
HOUSEHOLD_1_233,TX_3,0.28,7,7,14,96.06,98.0
HOUSEHOLD_1_234,TX_3,7.12,28,7,14,342.14,392.0
HOUSEHOLD_1_235,TX_3,3.18,21,7,14,271.76,294.0
HOUSEHOLD_1_236,TX_3,1.72,15,7,14,197.99,210.0
HOUSEHOLD_1_237,TX_3,0.1,5,7,14,69.27,70.0
HOUSEHOLD_1_238,TX_3,0.67,18,7,14,247.31,252.0
HOUSEHOLD_1_239,TX_3,0.13,4,7,14,55.06,56.0
HOUSEHOLD_1_241,TX_3,0.55,5,7,14,66.16,70.0
HOUSEHOLD_1_242,TX_3,0.15,6,7,14,82.97,84.0
HOUSEHOLD_1_243,TX_3,2.03,10,7,14,125.81,140.0
HOUSEHOLD_1_244,TX_3,0.27,5,7,14,68.12,70.0
HOUSEHOLD_1_245,TX_3,0.43,7,7,14,95.0,98.0
HOUSEHOLD_1_246,TX_3,0.39,10,7,14,137.26,140.0
HOUSEHOLD_1_247,TX_3,3.51,15,7,14,185.43,210.0
HOUSEHOLD_1_248,TX_3,0.54,5,7,14,66.19,70.0
HOUSEHOLD_1_249,TX_3,0.32,5,7,14,67.75,70.0
HOUSEHOLD_1_250,TX_3,0.11,10,7,14,139.24,140.0
HOUSEHOLD_1_251,TX_3,2.58,12,7,14,149.95,168.0
HOUSEHOLD_1_252,TX_3,0.36,5,7,14,67.49,70.0
HOUSEHOLD_1_253,TX_3,0.18,6,7,14,82.71,84.0
HOUSEHOLD_1_254,TX_3,2.67,34,7,14,457.28,476.0
HOUSEHOLD_1_255,TX_3,0.5,6,7,14,80.48,84.0
HOUSEHOLD_1_256,TX_3,0.94,10,7,14,133.41,140.0
HOUSEHOLD_1_257,TX_3,0.36,15,7,14,207.48,210.0
HOUSEHOLD_1_258,TX_3,0.06,5,7,14,69.56,70.0
HOUSEHOLD_1_259,TX_3,1.09,7,7,14,90.36,98.0
HOUSEHOLD_1_260,TX_3,0.09,7,7,14,97.39,98.0
HOUSEHOLD_1_261,TX_3,0.16,3,7,14,40.86,42.0
HOUSEHOLD_1_262,TX_3,1.73,30,7,14,407.9,420.0
HOUSEHOLD_1_263,TX_3,0.24,5,7,14,68.31,70.0
HOUSEHOLD_1_264,TX_3,0.09,3,7,14,41.35,42.0
HOUSEHOLD_1_265,TX_3,0.78,12,7,14,162.55,168.0
HOUSEHOLD_1_266,TX_3,0.49,7,7,14,94.58,98.0
HOUSEHOLD_1_267,TX_3,0.26,6,7,14,82.18,84.0
HOUSEHOLD_1_268,TX_3,0.67,7,7,14,93.28,98.0
HOUSEHOLD_1_269,TX_3,1.18,13,7,14,173.74,182.0
HOUSEHOLD_1_270,TX_3,0.74,6,7,14,78.83,84.0
HOUSEHOLD_1_271,TX_3,0.21,10,7,14,138.5,140.0
HOUSEHOLD_1_272,TX_3,2.71,13,7,14,163.01,182.0
HOUSEHOLD_1_274,TX_3,0.12,5,7,14,69.19,70.0
HOUSEHOLD_1_275,TX_3,1.52,10,7,14,129.38,140.0
HOUSEHOLD_1_276,TX_3,0.12,3,7,14,41.19,42.0
HOUSEHOLD_1_277,TX_3,6.83,45,7,14,582.21,630.0
HOUSEHOLD_1_278,TX_3,0.18,4,7,14,54.77,56.0
HOUSEHOLD_1_279,TX_3,0.62,15,7,14,205.67,210.0
HOUSEHOLD_1_280,TX_3,0.39,5,7,14,67.28,70.0
HOUSEHOLD_1_281,TX_3,0.52,8,7,14,108.37,112.0
HOUSEHOLD_1_282,TX_3,0.53,7,7,14,94.31,98.0
HOUSEHOLD_1_283,TX_3,0.77,12,7,14,162.6,168.0
HOUSEHOLD_1_284,TX_3,0.49,8,7,14,108.58,112.0
HOUSEHOLD_1_285,TX_3,1.71,14,7,14,184.06,196.0
HOUSEHOLD_1_286,TX_3,0.11,5,7,14,69.2,70.0
HOUSEHOLD_1_287,TX_3,0.71,12,7,14,163.02,168.0
HOUSEHOLD_1_288,TX_3,0.58,6,7,14,79.91,84.0
HOUSEHOLD_1_289,TX_3,0.45,6,7,14,80.82,84.0
HOUSEHOLD_1_290,TX_3,1.2,10,7,14,131.59,140.0
HOUSEHOLD_1_291,TX_3,0.87,10,7,14,133.9,140.0
HOUSEHOLD_1_292,TX_3,1.16,12,7,14,159.9,168.0
HOUSEHOLD_1_293,TX_3,0.41,18,7,14,249.11,252.0
HOUSEHOLD_1_294,TX_3,3.58,16,7,14,198.96,224.0
HOUSEHOLD_1_295,TX_3,0.13,3,7,14,41.09,42.0
HOUSEHOLD_1_296,TX_3,0.15,5,7,14,68.97,70.0
HOUSEHOLD_1_297,TX_3,0.08,4,7,14,55.46,56.0
HOUSEHOLD_1_298,TX_3,0.33,6,7,14,81.71,84.0
HOUSEHOLD_1_299,TX_3,0.87,15,7,14,203.89,210.0
HOUSEHOLD_1_300,TX_3,0.08,4,7,14,55.44,56.0
HOUSEHOLD_1_301,TX_3,0.46,7,7,14,94.79,98.0
HOUSEHOLD_1_302,TX_3,0.28,5,7,14,68.05,70.0
HOUSEHOLD_1_303,TX_3,7.5,50,7,14,647.53,700.0
HOUSEHOLD_1_304,TX_3,4.45,32,7,14,416.85,448.0
HOUSEHOLD_1_305,TX_3,1.29,11,7,14,144.97,154.0
HOUSEHOLD_1_306,TX_3,1.19,18,7,14,243.7,252.0
HOUSEHOLD_1_307,TX_3,0.84,15,7,14,204.11,210.0
HOUSEHOLD_1_308,TX_3,0.07,3,7,14,41.48,42.0
HOUSEHOLD_1_309,TX_3,0.27,5,7,14,68.12,70.0
HOUSEHOLD_1_310,TX_3,1.58,14,7,14,184.96,196.0
HOUSEHOLD_1_311,TX_3,0.33,7,7,14,95.68,98.0
HOUSEHOLD_1_312,TX_3,0.24,10,7,14,138.34,140.0
HOUSEHOLD_1_313,TX_3,0.58,5,7,14,65.96,70.0
HOUSEHOLD_1_314,TX_3,0.24,5,7,14,68.32,70.0
HOUSEHOLD_1_315,TX_3,0.14,3,7,14,41.02,42.0
HOUSEHOLD_1_316,TX_3,0.7,6,7,14,79.09,84.0
HOUSEHOLD_1_317,TX_3,0.24,5,7,14,68.31,70.0
HOUSEHOLD_1_318,TX_3,1.61,13,7,14,170.7,182.0
HOUSEHOLD_1_319,TX_3,2.74,25,7,14,330.82,350.0
HOUSEHOLD_1_320,TX_3,0.23,4,7,14,54.39,56.0
HOUSEHOLD_1_321,TX_3,1.76,31,7,14,421.67,434.0
HOUSEHOLD_1_322,TX_3,0.39,9,7,14,123.3,126.0
HOUSEHOLD_1_323,TX_3,0.64,16,7,14,219.54,224.0
HOUSEHOLD_1_324,TX_3,1.15,10,7,14,131.92,140.0
HOUSEHOLD_1_325,TX_3,0.61,8,7,14,107.73,112.0
HOUSEHOLD_1_326,TX_3,0.44,8,7,14,108.93,112.0
HOUSEHOLD_1_327,TX_3,7.42,40,7,14,508.05,560.0
HOUSEHOLD_1_328,TX_3,1.05,10,7,14,132.63,140.0
HOUSEHOLD_1_329,TX_3,0.87,12,7,14,161.93,168.0
HOUSEHOLD_1_330,TX_3,0.29,4,7,14,53.98,56.0
HOUSEHOLD_1_331,TX_3,1.5,12,7,14,157.52,168.0
HOUSEHOLD_1_332,TX_3,0.17,5,7,14,68.82,70.0
HOUSEHOLD_1_333,TX_3,0.33,5,7,14,67.71,70.0
HOUSEHOLD_1_334,TX_3,10.22,80,7,14,1048.49,1120.0
HOUSEHOLD_1_335,TX_3,0.15,18,7,14,250.93,252.0
HOUSEHOLD_1_336,TX_3,1.08,8,7,14,104.43,112.0
HOUSEHOLD_1_337,TX_3,0.2,6,7,14,82.63,84.0
HOUSEHOLD_1_338,TX_3,1.27,10,7,14,131.12,140.0
HOUSEHOLD_1_339,TX_3,6.95,51,7,14,665.33,714.0
HOUSEHOLD_1_340,TX_3,0.12,4,7,14,55.18,56.0
HOUSEHOLD_1_341,TX_3,0.89,10,7,14,133.76,140.0
HOUSEHOLD_1_342,TX_3,0.37,6,7,14,81.39,84.0
HOUSEHOLD_1_343,TX_3,2.58,16,7,14,205.95,224.0
HOUSEHOLD_1_344,TX_3,3.04,28,7,14,370.7,392.0
HOUSEHOLD_1_345,TX_3,0.41,10,7,14,137.15,140.0
HOUSEHOLD_1_346,TX_3,0.29,4,7,14,53.98,56.0
HOUSEHOLD_1_347,TX_3,0.81,6,7,14,78.35,84.0
HOUSEHOLD_1_348,TX_3,1.68,22,7,14,296.21,308.0
HOUSEHOLD_1_349,TX_3,0.71,10,7,14,135.06,140.0
HOUSEHOLD_1_350,TX_3,1.06,7,7,14,90.59,98.0
HOUSEHOLD_1_351,TX_3,4.77,43,7,14,568.6,602.0
HOUSEHOLD_1_353,TX_3,0.24,4,7,14,54.34,56.0
HOUSEHOLD_1_354,TX_3,1.32,11,7,14,144.79,154.0
HOUSEHOLD_1_355,TX_3,0.55,6,7,14,80.12,84.0
HOUSEHOLD_1_356,TX_3,0.48,14,7,14,192.63,196.0
HOUSEHOLD_1_357,TX_3,0.46,7,7,14,94.79,98.0
HOUSEHOLD_1_358,TX_3,0.58,7,7,14,93.97,98.0
HOUSEHOLD_1_359,TX_3,0.66,7,7,14,93.41,98.0
HOUSEHOLD_1_360,TX_3,0.2,3,7,14,40.63,42.0
HOUSEHOLD_1_361,TX_3,0.98,18,7,14,245.14,252.0
HOUSEHOLD_1_362,TX_3,0.34,3,7,14,39.6,42.0
HOUSEHOLD_1_363,TX_3,0.31,7,7,14,95.8,98.0
HOUSEHOLD_1_364,TX_3,0.41,7,7,14,95.1,98.0
HOUSEHOLD_1_365,TX_3,0.63,5,7,14,65.61,70.0
HOUSEHOLD_1_366,TX_3,0.87,9,7,14,119.89,126.0
HOUSEHOLD_1_367,TX_3,0.2,5,7,14,68.61,70.0
HOUSEHOLD_1_368,TX_3,0.17,4,7,14,54.81,56.0
HOUSEHOLD_1_369,TX_3,1.0,8,7,14,104.98,112.0
HOUSEHOLD_1_370,TX_3,0.8,6,7,14,78.42,84.0
HOUSEHOLD_1_371,TX_3,0.33,7,7,14,95.69,98.0
HOUSEHOLD_1_372,TX_3,0.96,11,7,14,147.31,154.0
HOUSEHOLD_1_373,TX_3,7.67,30,7,14,366.29,420.0
HOUSEHOLD_1_374,TX_3,0.41,6,7,14,81.16,84.0
HOUSEHOLD_1_375,TX_3,0.17,3,7,14,40.84,42.0
HOUSEHOLD_1_376,TX_3,0.47,11,7,14,150.71,154.0
HOUSEHOLD_1_377,TX_3,0.63,7,7,14,93.58,98.0
HOUSEHOLD_1_378,TX_3,0.04,2,7,14,27.74,28.0
HOUSEHOLD_1_379,TX_3,4.27,36,7,14,474.09,504.0
HOUSEHOLD_1_380,TX_3,0.36,6,7,14,81.48,84.0
HOUSEHOLD_1_381,TX_3,0.41,5,7,14,67.11,70.0
HOUSEHOLD_1_382,TX_3,0.34,11,7,14,151.62,154.0
HOUSEHOLD_1_383,TX_3,0.75,14,7,14,190.77,196.0
HOUSEHOLD_1_384,TX_3,0.47,6,7,14,80.72,84.0
HOUSEHOLD_1_385,TX_3,2.16,15,7,14,194.85,210.0
HOUSEHOLD_1_386,TX_3,3.0,15,7,14,189.0,210.0
HOUSEHOLD_1_387,TX_3,2.31,13,7,14,165.83,182.0
HOUSEHOLD_1_388,TX_3,0.19,24,7,14,334.65,336.0
HOUSEHOLD_1_389,TX_3,5.52,34,7,14,437.34,476.0
HOUSEHOLD_1_390,TX_3,0.35,6,7,14,81.54,84.0
HOUSEHOLD_1_393,TX_3,0.77,11,7,14,148.58,154.0
HOUSEHOLD_1_394,TX_3,0.61,7,7,14,93.75,98.0
HOUSEHOLD_1_395,TX_3,0.42,6,7,14,81.08,84.0
HOUSEHOLD_1_396,TX_3,0.44,6,7,14,80.95,84.0
HOUSEHOLD_1_397,TX_3,0.59,11,7,14,149.84,154.0
HOUSEHOLD_1_398,TX_3,0.29,10,7,14,138.0,140.0
HOUSEHOLD_1_399,TX_3,3.68,31,7,14,408.24,434.0
HOUSEHOLD_1_400,TX_3,0.18,4,7,14,54.75,56.0
HOUSEHOLD_1_401,TX_3,0.27,5,7,14,68.11,70.0
HOUSEHOLD_1_402,TX_3,0.03,3,7,14,41.81,42.0
HOUSEHOLD_1_403,TX_3,0.2,6,7,14,82.61,84.0
HOUSEHOLD_1_404,TX_3,1.14,17,7,14,230.01,238.0
HOUSEHOLD_1_405,TX_3,0.09,3,7,14,41.35,42.0
HOUSEHOLD_1_406,TX_3,0.17,6,7,14,82.84,84.0
HOUSEHOLD_1_407,TX_3,0.29,10,7,14,137.99,140.0
HOUSEHOLD_1_408,TX_3,0.38,6,7,14,81.35,84.0
HOUSEHOLD_1_409,TX_3,5.77,29,7,14,365.63,406.0
HOUSEHOLD_1_410,TX_3,1.93,25,7,14,336.51,350.0
HOUSEHOLD_1_411,TX_3,1.42,10,7,14,130.07,140.0
HOUSEHOLD_1_412,TX_3,0.64,6,7,14,79.54,84.0
HOUSEHOLD_1_413,TX_3,0.45,7,7,14,94.88,98.0
HOUSEHOLD_1_414,TX_3,4.15,42,7,14,558.97,588.0
HOUSEHOLD_1_415,TX_3,0.26,4,7,14,54.17,56.0
HOUSEHOLD_1_416,TX_3,4.16,27,7,14,348.88,378.0
HOUSEHOLD_1_417,TX_3,0.24,4,7,14,54.34,56.0
HOUSEHOLD_1_418,TX_3,6.15,50,7,14,656.96,700.0
HOUSEHOLD_1_419,TX_3,0.16,3,7,14,40.85,42.0
HOUSEHOLD_1_420,TX_3,0.3,6,7,14,81.88,84.0
HOUSEHOLD_1_421,TX_3,0.55,7,7,14,94.17,98.0
HOUSEHOLD_1_422,TX_3,0.55,11,7,14,150.14,154.0
HOUSEHOLD_1_423,TX_3,0.05,6,7,14,83.65,84.0
HOUSEHOLD_1_424,TX_3,0.6,12,7,14,163.82,168.0
HOUSEHOLD_1_425,TX_3,1.62,24,7,14,324.63,336.0
HOUSEHOLD_1_426,TX_3,1.51,28,7,14,381.4,392.0
HOUSEHOLD_1_427,TX_3,1.43,11,7,14,143.98,154.0
HOUSEHOLD_1_428,TX_3,0.23,7,7,14,96.41,98.0
HOUSEHOLD_1_429,TX_3,2.39,18,7,14,235.29,252.0
HOUSEHOLD_1_430,TX_3,1.29,35,7,14,480.94,490.0
HOUSEHOLD_1_431,TX_3,1.06,17,7,14,230.57,238.0
HOUSEHOLD_1_432,TX_3,0.83,12,7,14,162.17,168.0
HOUSEHOLD_1_433,TX_3,0.06,4,7,14,55.6,56.0
HOUSEHOLD_1_434,TX_3,1.35,17,7,14,228.57,238.0
HOUSEHOLD_1_435,TX_3,0.28,6,7,14,82.01,84.0
HOUSEHOLD_1_436,TX_3,0.15,5,7,14,68.98,70.0
HOUSEHOLD_1_437,TX_3,0.96,9,7,14,119.26,126.0
HOUSEHOLD_1_438,TX_3,0.67,6,7,14,79.32,84.0
HOUSEHOLD_1_439,TX_3,5.32,33,7,14,424.73,462.0
HOUSEHOLD_1_440,TX_3,0.99,8,7,14,105.1,112.0
HOUSEHOLD_1_441,TX_3,1.25,30,7,14,411.22,420.0
HOUSEHOLD_1_442,TX_3,0.42,5,7,14,67.04,70.0
HOUSEHOLD_1_443,TX_3,1.46,9,7,14,115.75,126.0
HOUSEHOLD_1_444,TX_3,0.3,12,7,14,165.91,168.0
HOUSEHOLD_1_445,TX_3,1.84,14,7,14,183.11,196.0
HOUSEHOLD_1_446,TX_3,0.35,7,7,14,95.52,98.0
HOUSEHOLD_1_447,TX_3,7.21,48,7,14,621.52,672.0
HOUSEHOLD_1_448,TX_3,3.13,29,7,14,384.07,406.0
HOUSEHOLD_1_449,TX_3,1.34,10,7,14,130.65,140.0
HOUSEHOLD_1_450,TX_3,0.26,8,7,14,110.21,112.0
HOUSEHOLD_1_451,TX_3,0.19,5,7,14,68.66,70.0
HOUSEHOLD_1_452,TX_3,0.3,4,7,14,53.88,56.0
HOUSEHOLD_1_453,TX_3,1.26,15,7,14,201.19,210.0
HOUSEHOLD_1_454,TX_3,0.24,4,7,14,54.32,56.0
HOUSEHOLD_1_455,TX_3,0.31,6,7,14,81.86,84.0
HOUSEHOLD_1_456,TX_3,0.94,11,7,14,147.42,154.0
HOUSEHOLD_1_457,TX_3,1.79,17,7,14,225.45,238.0
HOUSEHOLD_1_458,TX_3,1.0,13,7,14,175.01,182.0
HOUSEHOLD_1_459,TX_3,9.44,91,7,14,1207.89,1274.0
HOUSEHOLD_1_460,TX_3,0.97,13,7,14,175.18,182.0
HOUSEHOLD_1_461,TX_3,1.58,120,7,14,1668.92,1680.0
HOUSEHOLD_1_462,TX_3,2.56,65,7,14,892.05,910.0
HOUSEHOLD_1_463,TX_3,0.21,6,7,14,82.52,84.0
HOUSEHOLD_1_464,TX_3,0.33,6,7,14,81.7,84.0
HOUSEHOLD_1_465,TX_3,6.17,51,7,14,670.84,714.0
HOUSEHOLD_1_466,TX_3,0.08,5,7,14,69.45,70.0
HOUSEHOLD_1_467,TX_3,0.46,8,7,14,108.8,112.0
HOUSEHOLD_1_468,TX_3,0.43,4,7,14,52.97,56.0
HOUSEHOLD_1_469,TX_3,0.49,5,7,14,66.58,70.0
HOUSEHOLD_1_470,TX_3,0.68,8,7,14,107.22,112.0
HOUSEHOLD_1_471,TX_3,0.85,7,7,14,92.02,98.0
HOUSEHOLD_1_472,TX_3,0.28,8,7,14,110.05,112.0
HOUSEHOLD_1_473,TX_3,3.92,20,7,14,252.54,280.0
HOUSEHOLD_1_474,TX_3,7.01,61,7,14,804.92,854.0
HOUSEHOLD_1_475,TX_3,0.27,4,7,14,54.08,56.0
HOUSEHOLD_1_476,TX_3,0.27,9,7,14,124.14,126.0
HOUSEHOLD_1_477,TX_3,0.69,8,7,14,107.15,112.0
HOUSEHOLD_1_478,TX_3,1.7,17,7,14,226.09,238.0
HOUSEHOLD_1_479,TX_3,0.49,10,7,14,136.57,140.0
HOUSEHOLD_1_480,TX_3,0.75,15,7,14,204.77,210.0
HOUSEHOLD_1_481,TX_3,0.58,8,7,14,107.97,112.0
HOUSEHOLD_1_482,TX_3,0.48,8,7,14,108.67,112.0
HOUSEHOLD_1_483,TX_3,0.2,4,7,14,54.62,56.0
HOUSEHOLD_1_484,TX_3,0.21,6,7,14,82.56,84.0
HOUSEHOLD_1_485,TX_3,0.22,3,7,14,40.46,42.0
HOUSEHOLD_1_486,TX_3,0.38,5,7,14,67.32,70.0
HOUSEHOLD_1_487,TX_3,1.24,15,7,14,201.32,210.0
HOUSEHOLD_1_488,TX_3,1.09,11,7,14,146.4,154.0
HOUSEHOLD_1_489,TX_3,0.22,6,7,14,82.45,84.0
HOUSEHOLD_1_490,TX_3,0.41,4,7,14,53.1,56.0
HOUSEHOLD_1_491,TX_3,0.47,8,7,14,108.69,112.0
HOUSEHOLD_1_492,TX_3,0.11,3,7,14,41.25,42.0
HOUSEHOLD_1_493,TX_3,0.14,4,7,14,55.04,56.0
HOUSEHOLD_1_494,TX_3,1.83,10,7,14,127.18,140.0
HOUSEHOLD_1_495,TX_3,0.53,7,7,14,94.3,98.0
HOUSEHOLD_1_496,TX_3,0.1,4,7,14,55.27,56.0
HOUSEHOLD_1_497,TX_3,1.81,15,7,14,197.36,210.0
HOUSEHOLD_1_498,TX_3,1.59,16,7,14,212.9,224.0
HOUSEHOLD_1_499,TX_3,0.25,4,7,14,54.28,56.0
HOUSEHOLD_1_500,TX_3,0.05,4,7,14,55.67,56.0
HOUSEHOLD_1_501,TX_3,0.12,3,7,14,41.19,42.0
HOUSEHOLD_1_502,TX_3,0.09,5,7,14,69.38,70.0
HOUSEHOLD_1_503,TX_3,2.17,16,7,14,208.8,224.0
HOUSEHOLD_1_504,TX_3,0.26,12,7,14,166.21,168.0
HOUSEHOLD_1_505,TX_3,1.86,16,7,14,210.95,224.0
HOUSEHOLD_1_506,TX_3,3.25,21,7,14,271.26,294.0
HOUSEHOLD_1_507,TX_3,0.45,8,7,14,108.83,112.0
HOUSEHOLD_1_508,TX_3,0.77,10,7,14,134.62,140.0
HOUSEHOLD_1_509,TX_3,0.45,10,7,14,136.82,140.0
HOUSEHOLD_1_510,TX_3,0.87,7,7,14,91.92,98.0
HOUSEHOLD_1_511,TX_3,1.83,9,7,14,113.21,126.0
HOUSEHOLD_1_512,TX_3,0.08,4,7,14,55.44,56.0
HOUSEHOLD_1_513,TX_3,0.67,8,7,14,107.28,112.0
HOUSEHOLD_1_514,TX_3,3.96,19,7,14,238.31,266.0
HOUSEHOLD_1_515,TX_3,0.8,10,7,14,134.38,140.0
HOUSEHOLD_1_516,TX_3,3.14,24,7,14,314.0,336.0
HOUSEHOLD_1_517,TX_3,3.24,18,7,14,229.31,252.0
HOUSEHOLD_1_518,TX_3,0.62,11,7,14,149.69,154.0
HOUSEHOLD_1_519,TX_3,1.45,10,7,14,129.87,140.0
HOUSEHOLD_1_520,TX_3,0.23,6,7,14,82.39,84.0
HOUSEHOLD_1_521,TX_3,12.19,68,7,14,866.66,952.0
HOUSEHOLD_1_522,TX_3,1.18,19,7,14,257.76,266.0
HOUSEHOLD_1_523,TX_3,0.06,4,7,14,55.57,56.0
HOUSEHOLD_1_524,TX_3,0.38,7,7,14,95.33,98.0
HOUSEHOLD_1_525,TX_3,0.35,4,7,14,53.56,56.0
HOUSEHOLD_1_526,TX_3,0.1,5,7,14,69.29,70.0
HOUSEHOLD_1_527,TX_3,0.41,10,7,14,137.13,140.0
HOUSEHOLD_1_528,TX_3,1.49,9,7,14,115.56,126.0
HOUSEHOLD_1_529,TX_3,0.91,11,7,14,147.62,154.0
HOUSEHOLD_1_530,TX_3,0.38,8,7,14,109.33,112.0
HOUSEHOLD_1_531,TX_3,0.59,7,7,14,93.84,98.0
HOUSEHOLD_1_532,TX_3,0.83,7,7,14,92.18,98.0
